Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY
30328,5/1/2022,"$527,000",17.10%,20.00%,237,24.10%,-26.60%,259,12.10%,-21.80%,94,30.60%,-33.30%,12,1,-7,103.20%,0.30%,3.80%
30328,6/1/2022,"$540,000",2.50%,25.30%,245,3.40%,-16.90%,272,5.00%,-20.20%,122,29.80%,-12.20%,11,-1,-4,102.90%,-0.30%,3.00%
30328,7/1/2022,"$550,000",1.90%,24.60%,240,-2.00%,-18.40%,262,-3.70%,-21.80%,114,-6.60%,-15.60%,12,1,-3,102.20%,-0.70%,2.10%
30328,8/1/2022,"$510,000",-7.30%,19.30%,211,-12.10%,-33.60%,228,-13.00%,-31.90%,106,-7.00%,-25.90%,15,3,-2,100.90%,-1.30%,0.60%
30328,9/1/2022,"$480,000",-5.90%,12.70%,182,-13.70%,-36.80%,197,-13.60%,-37.30%,107,0.90%,-23.00%,19,4,2,99.60%,-1.30%,-0.20%
30329,2/1/2012,"$190,000",-5.00%,24.60%,50,2.00%,-10.70%,54,28.60%,-33.30%,98,2.10%,-38.00%,141,35,86,94.20%,-0.40%,-0.50%
30329,3/1/2012,"$173,000",-9.20%,-0.30%,48,-4.00%,41.20%,78,44.40%,-26.40%,101,3.10%,-40.90%,145,4,44,95.10%,0.90%,2.90%
30329,4/1/2012,"$190,000",10.10%,22.60%,51,6.30%,24.40%,96,23.10%,-8.60%,106,5.00%,-36.10%,145,0,57,97.00%,1.90%,3.10%
30329,5/1/2012,"$185,000",-2.60%,23.30%,56,9.80%,-18.80%,90,-6.30%,-18.20%,97,-8.50%,-39.40%,80,-65,10,97.50%,0.50%,1.60%
30329,6/1/2012,"$207,000",12.00%,35.90%,65,16.10%,-14.50%,95,5.60%,-9.50%,114,17.50%,-27.80%,41,-39,-44,97.40%,-0.10%,0.80%
30329,7/1/2012,"$219,000",5.70%,22.30%,71,9.20%,-9.00%,95,0.00%,6.70%,117,2.60%,-20.40%,43,2,-37,96.60%,-0.80%,1.10%
30329,8/1/2012,"$234,000",6.90%,4.10%,55,-22.50%,-11.30%,94,-1.10%,5.60%,106,-9.40%,-23.70%,38,-5,-67,96.70%,0.10%,2.70%
30329,9/1/2012,"$223,000",-4.60%,8.60%,50,-9.10%,-28.60%,75,-20.20%,0.00%,110,3.80%,-14.10%,53,15,-48,96.10%,-0.70%,2.50%
30329,10/1/2012,"$225,000",0.80%,28.60%,49,-2.00%,-29.00%,70,-6.70%,0.00%,111,0.90%,-7.50%,71,18,-43,94.80%,-1.30%,0.40%
30329,11/1/2012,"$207,000",-8.10%,25.30%,61,24.50%,-3.20%,64,-8.60%,8.50%,99,-10.80%,-12.40%,73,2,-32,95.90%,1.20%,0.50%
30329,12/1/2012,"$228,000",10.30%,24.30%,71,16.40%,39.20%,62,-3.10%,37.80%,94,-5.10%,-10.50%,59,-15,-51,96.50%,0.60%,0.80%
30329,1/1/2013,"$231,000",1.40%,15.60%,66,-7.00%,34.70%,49,-21.00%,16.70%,80,-14.90%,-16.70%,81,23,-25,97.10%,0.60%,2.50%
30329,2/1/2013,"$230,000",-0.70%,20.80%,64,-3.00%,28.00%,57,16.30%,5.60%,76,-5.00%,-22.40%,92,11,-49,96.00%,-1.20%,1.80%
30329,3/1/2013,"$190,000",-17.20%,10.10%,73,14.10%,52.10%,83,45.60%,6.40%,79,3.90%,-21.80%,98,6,-47,96.60%,0.60%,1.50%
30329,4/1/2013,"$190,000",-0.30%,-0.30%,78,6.80%,52.90%,93,12.00%,-3.10%,69,-12.70%,-34.90%,63,-35,-82,97.20%,0.60%,0.10%
30329,5/1/2013,"$222,000",17.30%,20.10%,88,12.80%,57.10%,106,14.00%,17.80%,79,14.50%,-18.60%,32,-32,-49,98.00%,0.90%,0.50%
30329,6/1/2013,"$239,000",7.50%,15.30%,67,-23.90%,3.10%,102,-3.80%,7.40%,87,10.10%,-23.70%,28,-4,-13,97.70%,-0.30%,0.30%
30329,7/1/2013,"$238,000",-0.40%,8.70%,76,13.40%,7.00%,123,20.60%,29.50%,83,-4.60%,-29.10%,38,10,-5,97.30%,-0.50%,0.60%
30329,8/1/2013,"$247,000",3.60%,5.30%,93,22.40%,69.10%,129,4.90%,37.20%,89,7.20%,-16.00%,43,5,5,96.50%,-0.70%,-0.20%
30329,9/1/2013,"$247,000",0.00%,10.40%,111,19.40%,122.00%,115,-10.90%,53.30%,80,-10.10%,-27.30%,43,0,-10,96.90%,0.40%,0.80%
30329,10/1/2013,"$251,000",1.60%,11.40%,122,9.90%,149.00%,91,-20.90%,30.00%,69,-13.80%,-37.80%,44,1,-27,96.70%,-0.20%,1.90%
30329,11/1/2013,"$260,000",3.60%,25.60%,99,-18.90%,62.30%,77,-15.40%,20.30%,80,15.90%,-19.20%,43,-1,-30,96.90%,0.20%,1.00%
30329,12/1/2013,"$262,000",1.00%,14.90%,86,-13.10%,21.10%,64,-16.90%,3.20%,65,-18.80%,-30.90%,46,3,-13,96.70%,-0.20%,0.30%
30329,1/1/2014,"$273,000",4.00%,17.90%,59,-31.40%,-10.60%,66,3.10%,34.70%,72,10.80%,-10.00%,49,4,-32,97.20%,0.40%,0.10%
30329,2/1/2014,"$262,000",-3.90%,14.20%,47,-20.30%,-26.60%,67,1.50%,17.50%,80,11.10%,5.30%,63,14,-29,96.30%,-0.80%,0.40%
30329,3/1/2014,"$269,000",2.80%,41.80%,53,12.80%,-27.40%,94,40.30%,13.30%,72,-10.00%,-8.90%,49,-14,-49,96.30%,-0.10%,-0.30%
30329,4/1/2014,"$269,000",0.00%,42.20%,61,15.10%,-21.80%,105,11.70%,12.90%,66,-8.30%,-4.30%,40,-9,-23,96.30%,0.00%,-0.90%
30329,5/1/2014,"$269,000",0.00%,21.20%,91,49.20%,3.40%,108,2.90%,1.90%,66,0.00%,-16.50%,24,-17,-8,97.10%,0.80%,-0.90%
30329,6/1/2014,"$264,000",-2.10%,10.40%,95,4.40%,41.80%,109,0.90%,6.90%,78,18.20%,-10.30%,21,-3,-7,97.20%,0.10%,-0.50%
30329,7/1/2014,"$273,000",3.50%,14.80%,100,5.30%,31.60%,108,-0.90%,-12.20%,88,12.80%,6.00%,23,2,-15,97.30%,0.10%,0.10%
30329,8/1/2014,"$274,000",0.30%,11.10%,75,-25.00%,-19.40%,104,-3.70%,-19.40%,91,3.40%,2.20%,27,4,-16,97.10%,-0.20%,0.60%
30329,9/1/2014,"$281,000",2.60%,14.00%,71,-5.30%,-36.00%,86,-17.30%,-25.20%,92,1.10%,15.00%,33,6,-10,97.00%,-0.10%,0.10%
30329,10/1/2014,"$248,000",-11.90%,-1.20%,56,-21.10%,-54.10%,79,-8.10%,-13.20%,94,2.20%,36.20%,44,11,0,96.80%,-0.10%,0.20%
30329,11/1/2014,"$255,000",3.00%,-1.70%,63,12.50%,-36.40%,61,-22.80%,-20.80%,71,-24.50%,-11.30%,45,1,2,97.00%,0.20%,0.10%
30329,12/1/2014,"$227,000",-11.10%,-13.50%,62,-1.60%,-27.90%,62,1.60%,-3.10%,81,14.10%,24.60%,63,18,18,97.20%,0.20%,0.50%
30329,1/1/2015,"$230,000",1.40%,-15.60%,65,4.80%,10.20%,61,-1.60%,-7.60%,75,-7.40%,4.20%,63,0,14,97.40%,0.20%,0.30%
30329,2/1/2015,"$266,000",15.60%,1.50%,67,3.10%,42.60%,98,60.70%,46.30%,85,13.30%,6.30%,66,3,3,97.40%,0.00%,1.10%
30329,3/1/2015,"$259,000",-2.60%,-3.90%,76,13.40%,43.40%,122,24.50%,29.80%,91,7.10%,26.40%,47,-19,-2,97.30%,-0.10%,1.10%
30329,4/1/2015,"$275,000",6.20%,2.10%,79,3.90%,29.50%,136,11.50%,29.50%,92,1.10%,39.40%,41,-6,1,97.80%,0.40%,1.50%
30329,5/1/2015,"$235,000",-14.50%,-12.80%,101,27.80%,11.00%,130,-4.40%,20.40%,98,6.50%,48.50%,36,-5,13,98.10%,0.30%,1.00%
30329,6/1/2015,"$318,000",35.30%,20.50%,109,7.90%,14.70%,117,-10.00%,7.30%,86,-12.20%,10.30%,36,0,15,98.60%,0.50%,1.40%
30329,7/1/2015,"$318,000",-0.10%,16.40%,122,11.90%,22.00%,109,-6.80%,0.90%,83,-3.50%,-5.70%,45,9,22,98.40%,-0.20%,1.10%
30329,8/1/2015,"$316,000",-0.60%,15.30%,109,-10.70%,45.30%,106,-2.80%,1.90%,88,6.00%,-3.30%,46,1,19,98.10%,-0.40%,1.00%
30329,9/1/2015,"$274,000",-13.40%,-2.70%,104,-4.60%,46.50%,94,-11.30%,9.30%,77,-12.50%,-16.30%,42,-4,9,97.40%,-0.70%,0.40%
30329,10/1/2015,"$274,000",0.00%,10.50%,90,-13.50%,60.70%,95,1.10%,20.30%,80,3.90%,-14.90%,42,0,-2,96.90%,-0.50%,0.10%
30329,11/1/2015,"$285,000",4.20%,11.80%,77,-14.40%,22.20%,72,-24.20%,18.00%,71,-11.30%,0.00%,48,6,3,96.70%,-0.20%,-0.30%
30329,12/1/2015,"$335,000",17.50%,47.70%,63,-18.20%,1.60%,63,-12.50%,1.60%,72,1.40%,-11.10%,49,1,-14,96.50%,-0.20%,-0.70%
30329,1/1/2016,"$335,000",0.00%,45.70%,57,-9.50%,-12.30%,65,3.20%,6.60%,75,4.20%,0.00%,48,-2,-16,97.10%,0.60%,-0.30%
30329,2/1/2016,"$335,000",0.00%,26.00%,57,0.00%,-14.90%,76,16.90%,-22.40%,74,-1.30%,-12.90%,52,5,-14,97.40%,0.30%,0.00%
30329,3/1/2016,"$343,000",2.20%,32.30%,66,15.80%,-13.20%,114,50.00%,-6.60%,92,24.30%,1.10%,52,0,5,97.90%,0.50%,0.60%
30329,4/1/2016,"$348,000",1.60%,26.50%,88,33.30%,11.40%,116,1.80%,-14.70%,91,-1.10%,-1.10%,52,0,11,98.10%,0.10%,0.30%
30329,5/1/2016,"$362,000",4.00%,54.00%,110,25.00%,8.90%,138,19.00%,6.20%,97,6.60%,-1.00%,43,-9,7,98.50%,0.40%,0.40%
30329,6/1/2016,"$333,000",-7.90%,4.80%,112,1.80%,2.80%,126,-8.70%,7.70%,89,-8.20%,3.50%,42,-2,6,99.00%,0.50%,0.40%
30329,7/1/2016,"$285,000",-14.50%,-10.30%,121,8.00%,-0.80%,121,-4.00%,11.00%,85,-4.50%,2.40%,43,2,-2,98.50%,-0.40%,0.10%
30329,8/1/2016,"$285,000",0.00%,-9.80%,109,-9.90%,0.00%,100,-17.40%,-5.70%,88,3.50%,0.00%,42,-1,-4,98.50%,-0.10%,0.40%
30329,9/1/2016,"$305,000",6.80%,11.30%,106,-2.80%,1.90%,99,-1.00%,5.30%,94,6.80%,22.10%,44,2,2,98.00%,-0.50%,0.60%
30329,10/1/2016,"$360,000",18.10%,31.40%,86,-18.90%,-4.40%,82,-17.20%,-13.70%,80,-14.90%,0.00%,47,3,5,98.30%,0.20%,1.30%
30329,11/1/2016,"$360,000",0.10%,26.30%,81,-5.80%,5.20%,79,-3.70%,9.70%,85,6.30%,19.70%,56,9,8,97.50%,-0.80%,0.80%
30329,12/1/2016,"$371,000",2.90%,10.60%,72,-11.10%,14.30%,50,-36.70%,-20.60%,71,-16.50%,-1.40%,55,-1,6,97.10%,-0.40%,0.60%
30329,1/1/2017,"$375,000",1.20%,11.90%,59,-18.10%,3.50%,60,20.00%,-7.70%,69,-2.80%,-8.00%,65,10,17,96.70%,-0.40%,-0.50%
30329,2/1/2017,"$353,000",-5.90%,5.30%,66,11.90%,15.80%,70,16.70%,-7.90%,72,4.30%,-2.70%,48,-17,-4,97.40%,0.80%,0.00%
30329,3/1/2017,"$341,000",-3.30%,-0.40%,75,13.60%,13.60%,105,50.00%,-7.90%,89,23.60%,-3.30%,52,4,-1,97.90%,0.50%,0.00%
30329,4/1/2017,"$341,000",0.00%,-2.00%,95,26.70%,8.00%,112,6.70%,-3.40%,80,-10.10%,-12.10%,48,-4,-4,98.00%,0.10%,-0.10%
30329,5/1/2017,"$321,000",-6.00%,-11.50%,99,4.20%,-10.00%,118,5.40%,-14.50%,72,-10.00%,-25.80%,44,-4,1,98.30%,0.30%,-0.20%
30329,6/1/2017,"$337,000",5.10%,1.10%,102,3.00%,-8.90%,102,-13.60%,-19.00%,64,-11.10%,-28.10%,35,-9,-7,98.60%,0.30%,-0.40%
30329,7/1/2017,"$368,000",9.30%,29.10%,100,-2.00%,-17.40%,108,5.90%,-10.70%,73,14.10%,-14.10%,31,-5,-13,98.60%,0.00%,0.00%
30329,8/1/2017,"$392,000",6.50%,37.50%,97,-3.00%,-11.00%,103,-4.60%,3.00%,76,4.10%,-13.60%,28,-3,-15,98.50%,0.00%,0.10%
30329,9/1/2017,"$338,000",-13.80%,11.00%,97,0.00%,-8.50%,106,2.90%,7.10%,74,-2.60%,-21.30%,29,2,-15,98.10%,-0.50%,0.00%
30329,10/1/2017,"$313,000",-7.50%,-13.10%,82,-15.50%,-4.70%,90,-15.10%,9.80%,60,-18.90%,-25.00%,29,-1,-19,98.40%,0.30%,0.10%
30329,11/1/2017,"$280,000",-10.40%,-22.20%,73,-11.00%,-9.90%,83,-7.80%,5.10%,59,-1.70%,-30.60%,42,13,-15,97.30%,-1.10%,-0.20%
30329,12/1/2017,"$315,000",12.50%,-15.00%,61,-16.40%,-15.30%,75,-9.60%,50.00%,56,-5.10%,-21.10%,43,2,-12,97.20%,-0.10%,0.10%
30329,1/1/2018,"$323,000",2.50%,-13.90%,59,-3.30%,0.00%,82,9.30%,36.70%,58,3.60%,-15.90%,41,-3,-24,96.90%,-0.30%,0.20%
30329,2/1/2018,"$345,000",6.80%,-2.20%,55,-6.80%,-16.70%,82,0.00%,17.10%,61,5.20%,-15.30%,36,-5,-13,97.90%,1.00%,0.50%
30329,3/1/2018,"$360,000",4.20%,5.40%,58,5.50%,-22.70%,79,-3.70%,-24.80%,40,-34.40%,-55.10%,27,-9,-25,98.40%,0.50%,0.50%
30329,4/1/2018,"$405,000",12.70%,18.80%,74,27.60%,-22.10%,84,6.30%,-25.00%,49,22.50%,-38.80%,28,1,-21,98.70%,0.20%,0.70%
30329,5/1/2018,"$410,000",1.20%,27.90%,85,14.90%,-14.10%,88,4.80%,-25.40%,50,2.00%,-30.60%,27,-1,-17,98.30%,-0.30%,0.00%
30329,6/1/2018,"$414,000",1.00%,22.90%,87,2.40%,-14.70%,102,15.90%,0.00%,60,20.00%,-6.30%,17,-10,-18,98.40%,0.10%,-0.20%
30329,7/1/2018,"$411,000",-0.70%,11.70%,85,-2.30%,-15.00%,96,-5.90%,-11.10%,63,5.00%,-13.70%,17,0,-14,98.40%,0.00%,-0.10%
30329,8/1/2018,"$412,000",0.20%,5.10%,76,-10.60%,-21.60%,100,4.20%,-2.90%,69,9.50%,-9.20%,18,1,-10,99.40%,0.90%,0.80%
30329,9/1/2018,"$394,000",-4.40%,16.60%,76,0.00%,-21.60%,106,6.00%,0.00%,84,21.70%,13.50%,30,12,1,98.60%,-0.70%,0.60%
30329,10/1/2018,"$360,000",-8.60%,15.20%,67,-11.80%,-18.30%,110,3.80%,22.20%,82,-2.40%,36.70%,38,8,10,98.30%,-0.40%,-0.10%
30329,11/1/2018,"$340,000",-5.60%,21.40%,71,6.00%,-2.70%,88,-20.00%,6.00%,75,-8.50%,27.10%,28,-10,-14,97.40%,-0.90%,0.00%
30329,12/1/2018,"$320,000",-5.80%,1.70%,62,-12.70%,1.60%,62,-29.50%,-17.30%,68,-9.30%,21.40%,29,1,-14,97.00%,-0.40%,-0.20%
30329,1/1/2019,"$301,000",-6.20%,-7.00%,60,-3.20%,1.70%,63,1.60%,-23.20%,70,2.90%,20.70%,29,0,-12,97.20%,0.30%,0.40%
30329,2/1/2019,"$325,000",8.20%,-5.80%,59,-1.70%,7.30%,76,20.60%,-7.30%,76,8.60%,24.60%,51,22,16,97.20%,0.00%,-0.70%
30329,3/1/2019,"$346,000",6.50%,-3.80%,58,-1.70%,0.00%,101,32.90%,27.80%,82,7.90%,105.00%,55,4,28,98.00%,0.70%,-0.50%
30329,4/1/2019,"$370,000",6.90%,-8.60%,75,29.30%,1.40%,113,11.90%,34.50%,87,6.10%,77.60%,29,-26,2,98.30%,0.30%,-0.30%
30329,5/1/2019,"$392,000",5.90%,-4.40%,86,14.70%,1.20%,124,9.70%,40.90%,94,8.00%,88.00%,21,-8,-6,98.90%,0.60%,0.60%
30329,6/1/2019,"$403,000",2.80%,-2.70%,87,1.20%,0.00%,114,-8.10%,11.80%,102,8.50%,70.00%,21,0,4,98.90%,0.00%,0.50%
30329,7/1/2019,"$400,000",-0.70%,-2.70%,77,-11.50%,-9.40%,97,-14.90%,1.00%,101,-1.00%,60.30%,36,15,19,98.50%,-0.40%,0.10%
30329,8/1/2019,"$391,000",-2.30%,-5.10%,64,-16.90%,-15.80%,88,-9.30%,-12.00%,95,-5.90%,37.70%,38,2,20,97.90%,-0.70%,-1.50%
30329,9/1/2019,"$383,000",-2.10%,-2.90%,69,7.80%,-9.20%,79,-10.20%,-25.50%,91,-4.20%,8.30%,46,8,16,97.60%,-0.20%,-1.00%
30329,10/1/2019,"$404,000",5.60%,12.20%,68,-1.40%,1.50%,77,-2.50%,-30.00%,85,-6.60%,3.70%,39,-7,1,97.80%,0.20%,-0.40%
30329,11/1/2019,"$399,000",-1.20%,17.40%,63,-7.40%,-11.30%,62,-19.50%,-29.50%,73,-14.10%,-2.70%,54,16,26,98.20%,0.40%,0.80%
30329,12/1/2019,"$411,000",3.00%,28.30%,62,-1.60%,0.00%,54,-12.90%,-12.90%,69,-5.50%,1.50%,62,8,33,98.00%,-0.20%,1.00%
30329,1/1/2020,"$411,000",0.00%,36.80%,49,-21.00%,-18.30%,55,1.90%,-12.70%,56,-18.80%,-20.00%,76,14,47,97.80%,-0.20%,0.60%
30329,2/1/2020,"$412,000",0.20%,26.70%,52,6.10%,-11.90%,63,14.50%,-17.10%,60,7.10%,-21.10%,87,11,36,97.50%,-0.30%,0.20%
30329,3/1/2020,"$413,000",0.20%,19.20%,49,-5.80%,-15.50%,74,17.50%,-26.70%,65,8.30%,-20.70%,56,-31,2,97.70%,0.20%,-0.30%
30329,4/1/2020,"$385,000",-6.70%,4.10%,55,12.20%,-26.70%,84,13.50%,-25.70%,83,27.70%,-4.60%,55,-1,26,97.20%,-0.40%,-1.10%
30329,5/1/2020,"$422,000",9.60%,7.70%,55,0.00%,-36.00%,99,17.90%,-20.20%,93,12.00%,-1.10%,45,-10,24,97.60%,0.40%,-1.30%
30329,6/1/2020,"$408,000",-3.20%,1.40%,64,16.40%,-26.40%,112,13.10%,-1.80%,86,-7.50%,-15.70%,33,-13,12,97.90%,0.20%,-1.00%
30329,7/1/2020,"$410,000",0.40%,2.50%,85,32.80%,10.40%,116,3.60%,19.60%,74,-14.00%,-26.70%,36,4,0,98.10%,0.30%,-0.40%
30329,8/1/2020,"$397,000",-3.30%,1.50%,98,15.30%,53.10%,105,-9.50%,19.30%,68,-8.10%,-28.40%,33,-4,-5,98.20%,0.00%,0.30%
30329,9/1/2020,"$425,000",7.20%,11.20%,102,4.10%,47.80%,91,-13.30%,15.20%,63,-7.40%,-30.80%,35,3,-11,98.10%,0.00%,0.50%
30329,10/1/2020,"$434,000",2.10%,7.50%,86,-15.70%,26.50%,73,-19.80%,-5.20%,61,-3.20%,-28.20%,39,4,1,98.30%,0.20%,0.40%
30329,11/1/2020,"$428,000",-1.50%,7.30%,70,-18.60%,11.10%,76,4.10%,22.60%,65,6.60%,-11.00%,43,4,-11,98.00%,-0.30%,-0.20%
30329,12/1/2020,"$415,000",-3.00%,1.00%,62,-11.40%,0.00%,78,2.60%,44.40%,65,0.00%,-5.80%,44,1,-19,98.20%,0.20%,0.20%
30329,1/1/2021,"$420,000",1.20%,2.20%,60,-3.20%,22.40%,83,6.40%,50.90%,51,-21.50%,-8.90%,33,-11,-43,98.10%,-0.10%,0.20%
30329,2/1/2021,"$420,000",0.00%,2.00%,77,28.30%,48.10%,76,-8.40%,20.60%,44,-13.70%,-26.70%,36,3,-51,98.20%,0.10%,0.70%
30329,3/1/2021,"$409,000",-2.70%,-1.00%,88,14.30%,79.60%,79,3.90%,6.80%,32,-27.30%,-50.80%,36,0,-20,98.40%,0.20%,0.70%
30329,4/1/2021,"$417,000",2.00%,8.20%,104,18.20%,89.10%,94,19.00%,11.90%,41,28.10%,-50.60%,28,-8,-27,98.90%,0.50%,1.60%
30329,5/1/2021,"$422,000",1.20%,-0.10%,100,-3.80%,81.80%,110,17.00%,11.10%,44,7.30%,-52.70%,19,-9,-26,99.70%,0.80%,2.00%
30329,6/1/2021,"$461,000",9.40%,12.90%,99,-1.00%,54.70%,125,13.60%,11.60%,56,27.30%,-34.90%,18,-1,-15,100.20%,0.60%,2.40%
30329,7/1/2021,"$425,000",-7.80%,3.70%,94,-5.10%,10.60%,119,-4.80%,2.60%,65,16.10%,-12.20%,18,0,-18,100.40%,0.20%,2.30%
30329,8/1/2021,"$402,000",-5.40%,1.30%,88,-6.40%,-10.20%,102,-14.30%,-2.90%,52,-20.00%,-23.50%,19,1,-14,100.00%,-0.40%,1.80%
30329,9/1/2021,"$424,000",5.50%,-0.30%,83,-5.70%,-18.60%,85,-16.70%,-6.60%,48,-7.70%,-23.80%,21,2,-14,99.30%,-0.70%,1.20%
30329,10/1/2021,"$450,000",6.10%,3.60%,79,-4.80%,-8.10%,77,-9.40%,5.50%,44,-8.30%,-27.90%,33,12,-6,98.70%,-0.60%,0.40%
30329,11/1/2021,"$453,000",0.60%,5.70%,84,6.30%,20.00%,75,-2.60%,-1.30%,47,6.80%,-27.70%,36,3,-7,99.00%,0.30%,1.00%
30329,12/1/2021,"$450,000",-0.60%,8.40%,71,-15.50%,14.50%,59,-21.30%,-24.40%,37,-21.30%,-43.10%,36,0,-8,98.90%,-0.10%,0.80%
30329,1/1/2022,"$450,000",0.00%,7.20%,67,-5.60%,11.70%,55,-6.80%,-33.70%,25,-32.40%,-51.00%,37,1,4,99.50%,0.60%,1.50%
30329,2/1/2022,"$480,000",6.60%,14.30%,68,1.50%,-11.70%,60,9.10%,-21.10%,25,0.00%,-43.20%,33,-4,-3,100.10%,0.50%,1.90%
30329,3/1/2022,"$486,000",1.30%,19.00%,76,11.80%,-13.60%,77,28.30%,-2.50%,27,8.00%,-15.60%,20,-13,-16,101.20%,1.20%,2.80%
30329,4/1/2022,"$501,000",3.20%,20.40%,75,-1.30%,-27.90%,81,5.20%,-13.80%,29,7.40%,-29.30%,12,-8,-16,102.40%,1.10%,3.50%
30329,5/1/2022,"$540,000",7.70%,28.10%,76,1.30%,-24.00%,92,13.60%,-16.40%,30,3.40%,-31.80%,12,0,-7,103.50%,1.20%,3.90%
30329,6/1/2022,"$518,000",-4.10%,12.30%,79,3.90%,-20.20%,113,22.80%,-9.60%,43,43.30%,-23.20%,13,1,-5,103.10%,-0.40%,2.90%
30329,7/1/2022,"$525,000",1.40%,23.50%,87,10.10%,-7.40%,110,-2.70%,-7.60%,44,2.30%,-32.30%,17,4,-2,102.00%,-1.00%,1.60%
30329,8/1/2022,"$508,000",-3.30%,26.20%,76,-12.60%,-13.60%,99,-10.00%,-2.90%,48,9.10%,-7.70%,21,4,2,100.40%,-1.70%,0.40%
30329,9/1/2022,"$515,000",1.50%,21.50%,71,-6.60%,-14.50%,63,-36.40%,-25.90%,37,-22.90%,-22.90%,23,3,2,99.50%,-0.80%,0.20%
30625,2/1/2012,"$147,000",-5.00%,40.30%,4,33.30%,300.00%,15,150.00%,275.00%,37,19.40%,270.00%,218,13,54,78.90%,1.10%,11.10%
30625,3/1/2012,"$155,000",5.20%,5.80%,9,125.00%,125.00%,20,33.30%,233.30%,38,2.70%,245.50%,155,-63,15,90.50%,11.70%,10.10%
30625,4/1/2012,"$270,000",74.20%,84.30%,11,22.20%,175.00%,22,10.00%,120.00%,33,-13.20%,106.30%,92,-63,-49,95.00%,4.40%,14.60%
30625,5/1/2012,"$270,000",0.00%,60.70%,11,0.00%,266.70%,13,-40.90%,30.00%,31,-6.10%,82.40%,91,-1,-26,96.10%,1.20%,11.50%
30625,6/1/2012,"$330,000",22.30%,1248.00%,6,-45.50%,500.00%,10,-23.10%,-16.70%,34,9.70%,61.90%,87,-5,-3,93.00%,-3.10%,-18.80%
30625,7/1/2012,"$157,000",-52.50%,540.80%,1,-83.30%,0.00%,11,10.00%,37.50%,37,8.80%,76.20%,55,-32,-34,95.20%,2.10%,-16.70%
30625,8/1/2012,"$127,000",-19.10%,418.40%,3,200.00%,200.00%,12,9.10%,0.00%,33,-10.80%,32.00%,76,21,-13,89.90%,-5.30%,-22.00%
30625,9/1/2012,"$108,000",-15.00%,-13.60%,4,33.30%,300.00%,9,-25.00%,-18.20%,29,-12.10%,3.60%,99,23,-100,92.40%,2.50%,1.70%
30625,10/1/2012,"$127,000",17.60%,1.60%,5,25.00%,400.00%,10,11.10%,-28.60%,33,13.80%,6.50%,121,23,-77,92.20%,-0.20%,1.50%
30625,11/1/2012,"$89,000",-30.10%,-29.00%,4,-20.00%,300.00%,10,0.00%,11.10%,31,-6.10%,0.00%,95,-26,-103,92.50%,0.30%,1.80%
30625,12/1/2012,"$225,000",153.50%,,5,25.00%,,10,0.00%,,29,-6.50%,,45,-50,,91.70%,-0.80%,
30625,1/1/2013,"$175,000",-22.20%,12.90%,4,-20.00%,33.30%,9,-10.00%,50.00%,28,-3.40%,-9.70%,37,-8,-168,91.80%,0.10%,14.10%
30625,2/1/2013,"$308,000",75.70%,108.70%,4,0.00%,0.00%,11,22.20%,-26.70%,26,-7.10%,-29.70%,91,54,-127,91.50%,-0.30%,12.60%
30625,3/1/2013,"$255,000",-17.10%,64.50%,5,25.00%,-44.40%,18,63.60%,-10.00%,30,15.40%,-21.10%,333,242,178,89.20%,-2.30%,-1.40%
30625,4/1/2013,"$255,000",0.00%,-5.60%,7,40.00%,-36.40%,18,0.00%,-18.20%,33,10.00%,0.00%,208,-125,116,89.90%,0.70%,-5.10%
30625,5/1/2013,"$235,000",-7.80%,-13.00%,7,0.00%,-36.40%,18,0.00%,38.50%,34,3.00%,9.70%,170,-38,79,90.40%,0.50%,-5.80%
30625,6/1/2013,"$235,000",0.00%,-28.80%,6,-14.30%,0.00%,15,-16.70%,50.00%,35,2.90%,2.90%,124,-46,38,92.20%,1.80%,-0.90%
30625,7/1/2013,"$251,000",6.80%,59.90%,6,0.00%,500.00%,16,6.70%,45.50%,34,-2.90%,-8.10%,113,-12,58,92.70%,0.60%,-2.40%
30625,8/1/2013,"$550,000",119.10%,333.10%,5,-16.70%,66.70%,20,25.00%,66.70%,40,17.60%,21.20%,141,29,65,94.60%,1.90%,4.80%
30625,9/1/2013,"$730,000",32.70%,575.90%,3,-40.00%,-25.00%,18,-10.00%,100.00%,41,2.50%,41.40%,141,0,43,94.70%,0.10%,2.30%
30625,10/1/2013,"$160,000",-78.10%,26.00%,8,166.70%,60.00%,18,0.00%,80.00%,40,-2.40%,21.20%,139,-2,18,90.90%,-3.80%,-1.30%
30625,11/1/2013,"$160,000",0.00%,80.30%,9,12.50%,125.00%,12,-33.30%,20.00%,37,-7.50%,19.40%,129,-10,34,91.90%,1.00%,-0.60%
30625,12/1/2013,"$160,000",0.00%,-28.90%,9,0.00%,80.00%,9,-25.00%,-10.00%,34,-8.10%,17.20%,129,0,84,91.90%,0.00%,0.20%
30625,1/1/2014,"$225,000",40.70%,28.60%,5,-44.40%,25.00%,10,11.10%,11.10%,34,0.00%,21.40%,159,30,122,85.10%,-6.70%,-6.70%
